weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,BE,0.92,0.56,0.62,0.97,-0.09,29,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,BE,0.82,0.56,0.66,1,-0.16,29,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc death,1,BE,0.88,0.55,0.62,0.97,-0.08,29,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc death,1,BE,0.87,0.54,0.59,1,-0.15,29,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.86,0.54,0.72,1,-0.07,36,1,Belgium
All,EuroCOVIDhub-median,inc death,1,BE,0.9,0.53,0.72,1,-0.13,36,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,BE,0.62,0.44,0.71,0.97,-0.05,31,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,BE,0.67,0.45,0.61,0.97,-0.09,31,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,0.65,0.44,0.71,0.97,-0.05,31,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.65,0.44,0.65,0.94,-0.1,31,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.94,1,-0.03,35,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,BE,0.72,0.43,0.64,0.96,-0.06,28,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,BE,0.66,0.44,0.57,0.96,-0.14,28,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,BE,0.69,0.43,0.64,0.96,-0.05,28,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,BE,0.67,0.43,0.64,0.93,-0.12,28,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc death,2,BE,0.7,0.43,0.68,0.96,-0.04,28,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc death,2,BE,0.7,0.42,0.68,1,-0.09,28,1,Belgium
All,EuroCOVIDhub-mean,inc death,2,BE,0.75,0.43,0.77,1,-0.05,35,1,Belgium
All,EuroCOVIDhub-median,inc death,2,BE,0.69,0.42,0.69,1,-0.11,35,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,BE,0.62,0.43,0.67,0.97,-0.09,30,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,BE,0.68,0.43,0.57,0.93,-0.14,30,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.63,0.43,0.67,0.97,-0.09,30,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.63,0.44,0.57,0.93,-0.14,30,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.97,1,-0.02,34,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,BE,0.6,0.41,0.63,0.96,-0.1,27,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,BE,0.72,0.42,0.56,0.89,-0.2,27,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,BE,0.61,0.41,0.63,0.96,-0.1,27,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,BE,0.6,0.43,0.59,0.93,-0.17,27,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc death,3,BE,0.62,0.4,0.63,0.96,-0.08,27,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc death,3,BE,0.67,0.41,0.59,0.96,-0.16,27,1,Belgium
All,EuroCOVIDhub-mean,inc death,3,BE,0.65,0.42,0.68,0.97,-0.08,34,1,Belgium
All,EuroCOVIDhub-median,inc death,3,BE,0.68,0.42,0.59,0.94,-0.12,34,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,BE,0.58,0.43,0.62,0.93,-0.09,29,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,BE,0.64,0.46,0.52,0.97,-0.17,29,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BE,0.63,0.44,0.66,0.93,-0.09,29,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BE,0.66,0.47,0.52,0.9,-0.17,29,1,Belgium
All,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.01,33,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,BE,0.61,0.42,0.62,0.96,-0.14,26,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,BE,0.65,0.45,0.5,0.96,-0.23,26,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,BE,0.62,0.42,0.62,0.96,-0.13,26,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,BE,0.67,0.46,0.54,0.88,-0.23,26,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc death,4,BE,0.54,0.41,0.62,0.96,-0.11,26,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc death,4,BE,0.69,0.44,0.54,1,-0.2,26,1,Belgium
All,EuroCOVIDhub-mean,inc death,4,BE,0.67,0.43,0.58,1,-0.05,33,1,Belgium
All,EuroCOVIDhub-median,inc death,4,BE,0.66,0.44,0.45,1,-0.16,33,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,1,BE,0.48,0.4,0.64,0.91,-0.21,11,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,1,BE,0.49,0.41,0.64,0.91,-0.25,11,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,1,BE,0.48,0.4,0.64,0.91,-0.21,11,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,1,BE,0.49,0.41,0.64,0.91,-0.25,11,1,Belgium
All,EuroCOVIDhub-baseline,inc hosp,1,BE,1,1,0.71,1,-0.32,14,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,1,BE,0.57,0.51,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,1,BE,0.58,0.52,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,1,BE,0.57,0.51,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,1,BE,0.58,0.52,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc hosp,1,BE,0.57,0.51,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc hosp,1,BE,0.58,0.53,0.55,0.82,-0.15,11,1,Belgium
All,EuroCOVIDhub-mean,inc hosp,1,BE,0.51,0.44,0.58,0.92,-0.25,12,1,Belgium
All,EuroCOVIDhub-median,inc hosp,1,BE,0.55,0.45,0.5,0.92,-0.28,12,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,2,BE,0.75,0.72,0.6,0.8,-0.38,10,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,2,BE,0.74,0.74,0.4,0.8,-0.39,10,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,2,BE,0.75,0.72,0.6,0.8,-0.38,10,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,2,BE,0.74,0.74,0.4,0.8,-0.39,10,1,Belgium
All,EuroCOVIDhub-baseline,inc hosp,2,BE,1,1,0.85,1,-0.28,13,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,2,BE,0.85,0.8,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,2,BE,0.83,0.8,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,2,BE,0.85,0.8,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,2,BE,0.83,0.8,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc hosp,2,BE,0.85,0.79,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc hosp,2,BE,0.81,0.79,0.4,0.7,-0.38,10,1,Belgium
All,EuroCOVIDhub-mean,inc hosp,2,BE,0.75,0.73,0.55,0.91,-0.36,11,1,Belgium
All,EuroCOVIDhub-median,inc hosp,2,BE,0.76,0.79,0.55,0.82,-0.37,11,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,3,BE,0.85,0.73,0.56,0.89,-0.41,9,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,3,BE,0.86,0.78,0.67,0.78,-0.42,9,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,3,BE,0.85,0.73,0.56,0.89,-0.41,9,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,3,BE,0.86,0.78,0.67,0.78,-0.42,9,1,Belgium
All,EuroCOVIDhub-baseline,inc hosp,3,BE,1,1,0.83,1,-0.23,12,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc hosp,3,BE,0.88,0.89,0.56,0.78,-0.48,9,1,Belgium
All,EuroCOVIDhub-mean,inc hosp,3,BE,0.84,0.72,0.6,0.9,-0.37,10,1,Belgium
All,EuroCOVIDhub-median,inc hosp,3,BE,0.85,0.83,0.6,0.9,-0.37,10,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,4,BE,1.06,0.7,0.38,0.88,-0.49,8,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,4,BE,0.97,0.76,0.25,0.88,-0.51,8,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,4,BE,1.06,0.7,0.38,0.88,-0.49,8,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,4,BE,0.97,0.76,0.25,0.88,-0.51,8,1,Belgium
All,EuroCOVIDhub-baseline,inc hosp,4,BE,1,1,0.91,1,-0.25,11,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-cutoff_mean,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-cutoff_median,inc hosp,4,BE,0.99,0.91,0.12,0.62,-0.61,8,1,Belgium
All,EuroCOVIDhub-mean,inc hosp,4,BE,0.97,0.67,0.44,1,-0.34,9,1,Belgium
All,EuroCOVIDhub-median,inc hosp,4,BE,0.97,0.67,0.44,1,-0.34,9,1,Belgium
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,BG,0.65,0.66,0.66,0.97,-0.06,32,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,BG,0.59,0.61,0.5,0.97,-0.1,32,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BG,0.65,0.65,0.62,1,-0.06,32,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BG,0.63,0.63,0.59,0.97,-0.08,32,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0.25,0.92,-0.01,36,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,BG,0.5,0.53,0.48,0.93,-0.13,29,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,BG,0.45,0.51,0.48,0.93,-0.15,29,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,BG,0.49,0.54,0.48,0.93,-0.12,29,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,BG,0.47,0.53,0.52,0.93,-0.13,29,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc case,1,BG,0.5,0.54,0.52,0.93,-0.13,29,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc case,1,BG,0.48,0.53,0.48,0.93,-0.14,29,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,1,BG,0.72,0.67,0.64,1,-0.05,36,1,Bulgaria
All,EuroCOVIDhub-median,inc case,1,BG,0.75,0.67,0.53,0.97,-0.07,36,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,BG,0.76,0.77,0.52,0.9,-0.05,31,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,BG,0.65,0.67,0.48,0.87,-0.12,31,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BG,0.77,0.77,0.52,0.87,-0.03,31,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BG,0.67,0.7,0.52,0.87,-0.12,31,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.31,0.77,-0.06,35,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,2,BG,0.67,0.71,0.43,0.93,-0.13,28,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,2,BG,0.65,0.69,0.39,0.89,-0.19,28,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,2,BG,0.69,0.72,0.43,0.93,-0.14,28,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,2,BG,0.67,0.71,0.39,0.89,-0.19,28,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc case,2,BG,0.68,0.71,0.36,0.93,-0.14,28,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc case,2,BG,0.67,0.71,0.36,0.89,-0.2,28,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,2,BG,0.95,0.78,0.51,0.89,0.01,35,1,Bulgaria
All,EuroCOVIDhub-median,inc case,2,BG,0.85,0.78,0.46,0.86,-0.04,35,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,BG,0.86,0.92,0.37,0.77,-0.01,30,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,BG,0.76,0.82,0.43,0.73,-0.14,30,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BG,0.87,0.93,0.4,0.8,-0,30,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BG,0.76,0.83,0.43,0.77,-0.13,30,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0.32,0.74,-0.08,34,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,3,BG,0.83,0.93,0.3,0.74,-0.11,27,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,3,BG,0.79,0.87,0.22,0.74,-0.17,27,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,3,BG,0.85,0.95,0.3,0.74,-0.11,27,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,3,BG,0.81,0.9,0.22,0.74,-0.17,27,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc case,3,BG,0.82,0.91,0.3,0.78,-0.1,27,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc case,3,BG,0.79,0.87,0.26,0.78,-0.2,27,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,3,BG,1.06,0.88,0.38,0.91,0.06,34,1,Bulgaria
All,EuroCOVIDhub-median,inc case,3,BG,0.99,0.81,0.38,0.82,-0.02,34,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,4,BG,1.04,1.15,0.28,0.79,0,29,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,4,BG,0.85,0.94,0.31,0.76,-0.13,29,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BG,1.05,1.15,0.28,0.79,0.01,29,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BG,0.87,0.95,0.31,0.76,-0.13,29,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.27,0.73,-0.13,33,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,4,BG,1.1,1.23,0.23,0.77,-0.1,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,4,BG,1,1.09,0.15,0.73,-0.21,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,4,BG,1.12,1.25,0.23,0.77,-0.11,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,4,BG,1.04,1.13,0.15,0.77,-0.2,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc case,4,BG,1.06,1.17,0.23,0.77,-0.11,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc case,4,BG,0.97,1.04,0.15,0.81,-0.22,26,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,4,BG,1.28,1.04,0.27,0.88,0.11,33,1,Bulgaria
All,EuroCOVIDhub-median,inc case,4,BG,1.14,0.88,0.33,0.79,-0.03,33,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,BG,0.45,0.55,0.69,1,-0.14,32,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,BG,0.41,0.55,0.62,0.97,-0.19,32,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BG,0.44,0.54,0.66,1,-0.17,32,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BG,0.43,0.55,0.66,1,-0.21,32,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,1,BG,1,1,0.19,0.92,-0.07,36,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,BG,0.43,0.53,0.62,1,-0.16,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,BG,0.38,0.53,0.65,0.96,-0.15,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,BG,0.44,0.53,0.62,1,-0.18,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,BG,0.42,0.54,0.65,0.96,-0.17,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc death,1,BG,0.42,0.53,0.62,1,-0.17,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc death,1,BG,0.43,0.53,0.62,0.96,-0.16,26,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,1,BG,0.59,0.55,0.67,1,-0.14,36,1,Bulgaria
All,EuroCOVIDhub-median,inc death,1,BG,0.6,0.55,0.61,1,-0.17,36,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,BG,0.35,0.4,0.77,1,-0.15,31,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,BG,0.36,0.4,0.65,0.94,-0.19,31,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BG,0.35,0.4,0.74,1,-0.17,31,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BG,0.36,0.4,0.68,0.94,-0.22,31,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,2,BG,1,1,0.23,0.86,-0.15,35,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,BG,0.33,0.39,0.73,1,-0.16,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,BG,0.32,0.41,0.65,0.92,-0.17,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,BG,0.34,0.4,0.73,1,-0.17,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,BG,0.32,0.41,0.65,0.92,-0.19,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc death,2,BG,0.32,0.4,0.73,1,-0.17,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc death,2,BG,0.32,0.4,0.65,0.92,-0.19,26,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,2,BG,0.54,0.41,0.74,1,-0.1,35,1,Bulgaria
All,EuroCOVIDhub-median,inc death,2,BG,0.57,0.41,0.66,0.97,-0.15,35,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,BG,0.4,0.41,0.57,1,-0.12,30,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,BG,0.41,0.43,0.6,0.97,-0.2,30,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BG,0.42,0.41,0.53,1,-0.15,30,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BG,0.41,0.44,0.57,0.93,-0.24,30,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,3,BG,1,1,0.24,0.85,-0.16,34,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,BG,0.46,0.43,0.58,1,-0.18,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,BG,0.51,0.47,0.54,0.92,-0.18,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,BG,0.51,0.46,0.54,1,-0.2,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,BG,0.53,0.48,0.54,0.88,-0.21,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc death,3,BG,0.5,0.44,0.58,1,-0.19,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc death,3,BG,0.46,0.46,0.5,0.96,-0.2,26,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,3,BG,0.55,0.41,0.62,1,-0.05,34,1,Bulgaria
All,EuroCOVIDhub-median,inc death,3,BG,0.66,0.43,0.56,0.97,-0.15,34,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,BG,0.52,0.49,0.59,1,-0.1,29,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,BG,0.54,0.54,0.38,0.93,-0.2,29,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BG,0.51,0.48,0.62,1,-0.11,29,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BG,0.5,0.53,0.41,0.9,-0.22,29,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,4,BG,1,1,0.24,0.7,-0.14,33,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,BG,0.62,0.59,0.5,1,-0.18,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,BG,0.68,0.67,0.46,0.85,-0.2,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,BG,0.66,0.6,0.46,1,-0.19,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,BG,0.66,0.67,0.38,0.85,-0.21,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_mean,inc death,4,BG,0.61,0.58,0.46,1,-0.19,26,1,Bulgaria
All,EuroCOVIDhub-cutoff_median,inc death,4,BG,0.64,0.63,0.42,0.88,-0.21,26,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,4,BG,0.72,0.47,0.61,1,-0.02,33,1,Bulgaria
All,EuroCOVIDhub-median,inc death,4,BG,0.72,0.49,0.48,0.91,-0.18,33,1,Bulgaria
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,CH,0.76,0.82,0.53,0.91,-0.07,32,1,Switzerland
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,CH,0.7,0.82,0.53,0.94,-0.1,32,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,CH,0.79,0.84,0.5,0.97,-0.08,32,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,CH,0.76,0.84,0.53,0.91,-0.11,32,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,1,CH,1,1,0.22,1,-0.03,36,1,Switzerland
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,CH,0.63,1.09,0.4,0.7,-0.23,10,1,Switzerland
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,CH,0.63,1.08,0.4,0.7,-0.23,10,1,Switzerland
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,CH,0.63,1.09,0.4,0.7,-0.22,10,1,Switzerland
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,CH,0.63,1.08,0.4,0.8,-0.21,10,1,Switzerland
All,EuroCOVIDhub-cutoff_mean,inc case,1,CH,0.63,1.11,0.4,0.7,-0.2,10,1,Switzerland
All,EuroCOVIDhub-cutoff_median,inc case,1,CH,0.63,1.11,0.4,0.7,-0.2,10,1,Switzerland
All,EuroCOVIDhub-mean,inc case,1,CH,0.76,0.81,0.5,1,-0.08,36,1,Switzerland
All,EuroCOVIDhub-median,inc case,1,CH,0.77,0.81,0.53,0.97,-0.15,36,1,Switzerland
